,Swiss_Raw,Swiss_Code,SoldAfterDays,CountEntity,Swiss_Code_Parent,Code,Title,Imagefile,Rank_SoldAfterDays,Rank_CountEntity,Score
4,window,IfcWindow,136.75,20,IfcWindow,,,"[nan, nan, nan, nan, nan, 'sam_9052_570x570.jpg', 'sam_8839_570x570.jpg', 'sam_8854_%282%29_570x570.jpg', '2c26b32c-108d-40ed-b888-743562b50919_570x570.jpeg', 'sam_8839_%282%29_570x570.jpg', '20211201_093921_570x570.jpg', 'veka_570x570.jpg', '20200415_135058_570x570.jpg', '20220621_135141_570x570.jpg', 'img_20220824_0950493_570x570.jpg', 'img_20220824_0950493_%281%29_570x570.jpg', '111380_570x570.jpg', '1124112_570x570.jpg', '8e8e8c7a-b9db-48ad-9092-37e4225a1519_570x570.jpg', nan, 'img_0156_570x570.jpg', '1_%28511%29_570x570.jpg']",64.0,19.0,83.0
266,Dovecotes,Pr_40_30_04_25,83.71428571428571,7,Pr_40_30,Pr_40_30,Fittings,"['26.08.2011-006_570x570.jpg', '112356_570x570.jpg', '112416_570x570.jpg', '_dsc9846_570x570.jpg', nan, '112067_570x570.jpg', '20230427_101428_570x570.jpg', '20190626_100155_570x570.jpg', nan, '112783_570x570.png']",26.0,58.0,84.0
228,diverting,IfcValve.DIVERTING,114.66666666666667,12,IfcValve.DIVERTING,,,"['2703_3_570x570.jpg', '20171002_103426_570x570.jpg', '110903_570x570.jpg', '111044_570x570.jpg', '111045_570x570.jpg', '112316_570x570.jpg', '112261_570x570.jpg', 'ggg_570x570.png', '102858_1_570x570.jpg', '103138_1_570x570.jpg', '112559_570x570.jpg', ""['https://materiuum.ch/wp-content/uploads/2023/04/2302-5774-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5774-b.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5774-c.jpg']"", nan]",50.0,35.0,85.0
88,WC pans,Pr_40_20_93_94,121.38461538461539,13,Pr_40_20,Pr_40_20,Sanitary fittings and accessories,"['dsc00993_570x570.jpg', 'unbenannt-4_570x570.jpg', '1_%2859%29_570x570.jpg', 'hintergrund-horizontal-neu_%287%29_570x570.png', '1804_570x570.jpg', '2704_2_570x570.jpg', '20191209_142155_570x570.jpg', '111890_570x570.jpg', '20220523_142640-kopie_570x570.jpg', ""['https://materiuum.ch/wp-content/uploads/2023/01/2212-5453-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/01/2212-5453-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/01/2212-5453-c-600x800.jpg']"", ""['https://materiuum.ch/wp-content/uploads/2022/10/2103-1477-b-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2103-1477-a-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2103-1477-b-83.jpg']"", '_dsc9873_570x570.jpg', '112549_570x570.jpg', '20180811_113301_570x570.jpg', nan]",55.0,31.0,86.0
113,Kitchen worktops,Pr_40_30_30_46,78.0,6,Pr_40_30,Pr_40_30,Fittings,"['img_0060_570x570.jpg', nan, nan, nan, 'kche_20180709_143552__64a4262_2_570x570.jpg', 'kche1_%282%29_570x570.jpg', 'kche_hilterfingen_bild_570x570.png', '3059-2_570x570.jpg', 'kche_hilterfingen_bild_570x570.png', 'kche1_%287%29_570x570.jpg']",21.0,69.0,90.0
209,wall,IfcWall,111.2,10,IfcWall,,,"['2716_1_%281%29_570x570.jpg', '15.07.2011-033_570x570.jpg', '20180515_110648_570x570.jpg', '2757_2_570x570.jpg', '20200926_114437_570x570.jpg', '12.09.2012-023_570x570.jpg', '20161216_101005_570x570.jpg', '20180731_162410_570x570.jpg', '2843-2_570x570.jpg', '2936-2_570x570.jpg', '2937-2_570x570.jpg', ""['https://materiuum.ch/wp-content/uploads/2023/04/2302-5646-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5646-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5646-c-600x800.jpg']""]",46.0,44.0,90.0
118,Glassware,Pr_40_70_23_36,168.28571428571428,21,Pr_40_70,Pr_40_70,Equipment,"[nan, nan, '20220524_084209_570x570.jpg', '20220605_124322_570x570.jpg', nan, 'img_3042_570x570.jpg', 'sam_8879_570x570.jpg', 'sam_5345_570x570.jpg', '2633_570x570.jpg', '2567_570x570.jpg', '2632_1_570x570.jpg', '2598_570x570.jpg', '_dsc8911_570x570.jpg', nan, '45b2be81-c991-484f-ac70-5bfb2102881b_570x570.jpg', '20171005_114747_570x570.jpg', '2734_570x570.jpg', '1_%28335%29_570x570.jpg', '2833_1_570x570.jpg', nan, '112051_570x570.jpg', '20230621_145944_570x570.jpg', '112051_570x570.jpg', '109758_%281%29_570x570.jpg', '113214_1_570x570.jpg', '113737_570x570.jpg', '113213_570x570.jpg', '113208_570x570.jpg', '112938_570x570.jpg', '113150_570x570.jpg', '113162_570x570.jpg', '3103-4_570x570.jpg']",73.0,18.0,91.0
210,Washers,Pr_20_29_60_96,127.33333333333333,12,Pr_20_29,Pr_20_29,Fastener products,"['111404_%281%29_570x570.jpg', '_dsc7959_570x570.jpg', '1_%2894%29_570x570.jpg', '1_%2887%29_570x570.jpg', nan, '20210722_154230_570x570.jpg', '20200424_172805_570x570.jpg', '20190604_110409_570x570.jpg', '110998_570x570.jpg', '110854_570x570.jpg', '110856_570x570.jpg', '20221130_105736_570x570.jpg', 'img_5050_570x570.jpg']",57.0,35.0,92.0
122,Wood doorsets,Pr_30_59_24_97,114.0,10,Pr_30_59,Pr_30_59,Openings and opening component products,"['20190328_165758_570x570.jpg', nan, '1_%28112%29_570x570.jpg', '108509_570x570.jpg', '111295_570x570.jpg', '111655_570x570.jpg', 'threema-20221229-170828378_570x570.jpg', '112047_570x570.jpg', '2813_2_570x570.jpg', ""['https://materiuum.ch/wp-content/uploads/2023/04/2302-5823-a-600x450.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5823-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/04/2302-5823-c-600x800.jpg']"", '2997-4_570x570.jpg', 'img_20230611_192524_570x570.jpg', 'img_20230611_192524_570x570.jpg', '20230601_215759_570x570.jpg']",48.0,44.0,92.0
148,Steel spiles,Pr_20_85_34_84,108.875,8,Pr_20_85,Pr_20_85,Support and restraint products,"['20211201_095758_570x570.jpg', '114.jpha_570x570.jpg', '111565_570x570.jpg', '111566_570x570.jpg', '2477_1_570x570.jpg', '1_%28377%29_570x570.jpg', '20230419_114924_570x570.jpg', 'bd95a3f0-c2dc-49fc-a2ab-aa538b01b4dc_570x570.jpg', 'bd95a3f0-c2dc-49fc-a2ab-aa538b01b4dc_570x570.jpg']",41.0,54.0,95.0
96,spool,IfcPipeSegment.SPOOL,172.1875,16,IfcPipeSegment.SPOOL,,,"[nan, nan, '1_%28157%29_570x570.jpg', '1_%28159%29_570x570.jpg', '1_%28160%29_570x570.jpg', '1_%28161%29_570x570.jpg', '1_%2856%29_570x570.jpg', '1_%28158%29_570x570.jpg', '20131030_110346a_570x570.jpg', '1_%28173%29_570x570.jpg', '1_%28156%29_570x570.jpg', '1_%28178%29_570x570.jpg', '111969_2_570x570.jpg', '112078_570x570.jpg', '112557_570x570.jpg', '112120_570x570.jpg']",75.0,24.0,99.0
214,Bathroom cabinets,Pr_40_30_87_03,95.16666666666667,6,Pr_40_30,Pr_40_30,Fittings,"['20180823_103604_570x570.jpg', '10.02.2015-024_570x570.jpg', nan, ""['https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-a-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2022/11/2209-4939-c-600x800.jpg']"", ""['https://materiuum.ch/wp-content/uploads/2022/10/2002-706-b-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2002-706-a-82.jpg', 'https://materiuum.ch/wp-content/uploads/2022/10/2002-706-b-83.jpg']"", '3009-2_570x570.jpg', '3009-2_570x570.jpg']",31.0,69.0,100.0
195,Duvets,Pr_40_50_81_25,112.0,7,Pr_40_50,Pr_40_50,Furnishings,"['1_%28130%29_570x570.jpg', '1_%2853%29_570x570.jpg', '20180518_113747_570x570.jpg', '106741_1_570x570.jpg', 'lol_570x570.jpg', 'g_570x570.jpg', '112257_570x570.jpg', 'pxl_20230626_050953683_570x570.jpg', 'img_3717_%281%29_570x570.jpg', 'img_3717_570x570.jpg']",47.0,58.0,105.0
14,heat  exchanger,IfcHeatExchanger,126.125,8,IfcHeatExchanger,,,"['20180413_130556_570x570.jpg', '109041_1_570x570.jpg', '111547_570x570.jpg', '110367_570x570.jpg', '111653_570x570.jpg', '112508_2_570x570.jpg', '112030_570x570.jpg', 'img_1026_570x570.jpg', 'img_1026_570x570.jpg', '112921_570x570.jpg', '112920_570x570.jpg', '112054_570x570.jpg']",56.0,54.0,110.0
22,Equipment heaters,Pr_70_60_36_29,133.33333333333334,9,Pr_70_60,Pr_70_60,Space heating and cooling products,"['3f3d40fe-20ed-4177-ad37-f4738755cd44_570x570.jpeg', '20200128_161454_570x570.jpg', nan, '20200429_142557_570x570.jpg', '20210125_144456_570x570.jpg', '20210224_142128_570x570.jpg', '_dsc9629_570x570.jpg', 'img-20221219-wa0009-kopie_570x570.jpg', 'img_1186kopie_570x570.jpg']",62.0,49.0,111.0
222,Soffit grilles,Pr_30_59_94_78,128.375,8,Pr_30_59,Pr_30_59,Openings and opening component products,"['20200904_103844_570x570.jpg', '20210409_162014_570x570.jpg', nan, nan, '_dsc8996_570x570.jpg', '112231_570x570.jpg', ""['https://materiuum.ch/wp-content/uploads/2023/01/2301-5563-a-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/01/2301-5563-b-600x800.jpg', 'https://materiuum.ch/wp-content/uploads/2023/01/2301-5563-c-600x450.jpg']"", '_dsc0341_570x570.jpg']",58.0,54.0,112.0
48,Steam traps and strainers,Pr_65_55_86,121.0,7,Pr_65_55,Pr_65_55,Liquid and gas distribution products,"['1_%2851%29_570x570.jpg', '1_%28198%29_570x570.jpg', 'sam_9054_570x570.jpg', 'sam_8604_570x570.jpg', '_dsc9486_570x570.jpg', '_dsc9996_570x570.jpg', '_dsc0397_570x570.jpg']",54.0,58.0,112.0
166,Countertop washbasins,Pr_40_20_96_18,160.5,10,Pr_40_20,Pr_40_20,Sanitary fittings and accessories,"['20210618_161607_570x570.jpg', '20200304_084213_570x570.jpg', '03.05.10-018_570x570.jpg', 'img_6654_570x570.jpg', '20211117_142839_570x570.jpg', '45381_1_570x570.jpg', '91707_1_570x570.jpg', '109264_1_570x570.jpg', '109562_1_570x570.jpg', '110417_1_570x570.jpg', 'img_2316_%282%29_570x570.jpg', '20230823_162817_570x570.jpg']",70.0,44.0,114.0
35,urinal,IfcSanitaryTerminal.URINAL,187.63636363636363,11,IfcSanitaryTerminal.URINAL,,,"[nan, '20211211_115354_570x570.jpg', '1_%28119%29_570x570.jpg', '20170223_103314a_570x570.jpg', '123_%283%29_570x570.jpg', 'urinal1_570x570.png', '2443_1_570x570.jpg', '107937_1_570x570.jpg', '107558_1_570x570.jpg', '105890_1_570x570.jpg', '20171222_132408_570x570.jpg', '106949_1_570x570.jpg']",77.0,39.0,116.0
253,light  fixture,IfcLightFixture,130.42857142857142,7,IfcLightFixture,,,"['112247_570x570.jpg', 'gf_570x570.jpg', '110155_1_570x570.jpg', '112346_570x570.jpg', '112345_570x570.jpg', 'empfangstheke_v_570x570.jpg', '20221020_101823-kopie_570x570.jpg', '20230607_105637_570x570.jpg']",60.0,58.0,118.0
23,thermal,IfcProtectiveDeviceTrippingUnit.THERMAL,117.83333333333333,6,IfcProtectiveDeviceTrippingUnit.THERMAL,,,"['377068ab-cfea-46d5-87c3-a59808ecf646_570x570.jpeg', '2545_1_570x570.jpg', '2785_2_570x570.jpg', '110662_570x570.jpg', '110663_570x570.jpg', '111691_2_570x570.jpg']",51.0,69.0,120.0
143,Shower doors,Pr_40_20_06_80,167.875,8,Pr_40_20,Pr_40_20,Sanitary fittings and accessories,"['img_3443_570x570.jpg', '20200311_083430_570x570.jpg', '20211201_101437-kopie_570x570.jpg', '09.06.2015-009_%281%29_570x570.jpg', '20220223_153449_570x570.jpg', '111370_570x570.jpg', 'img_7716_570x570.jpg', '20230220_145658_570x570.jpg']",72.0,54.0,126.0
203,Baths,Pr_40_20_06_08,155.0,7,Pr_40_20,Pr_40_20,Sanitary fittings and accessories,"['dsc01151_570x570.jpg', 'img_3130_570x570.jpg', 'bad11_570x570.jpg', '2330_570x570.jpg', '2003_1_570x570.jpg', '2004_570x570.jpg', 'badewanne6_570x570.jpg', '112985_570x570.jpg', '112968_570x570.jpg', '113118_570x570.jpg']",69.0,58.0,127.0
171,Concrete bollards,Pr_20_76_08_19,128.83333333333334,6,Pr_20_76,Pr_20_76,Sectional products,"[nan, '1_%28265%29_570x570.jpg', 'b1dd5b7e-180f-4264-9c0f-5ed982e58228_%282%29_570x570.jpg', '112015_570x570.jpg', '112015_%281%29_570x570.jpg', '_dsc0626_570x570.jpg', '20230621_140011-kopie_570x570.jpg', '112784_570x570.png']",59.0,69.0,128.0
201,Mirrors,Pr_40_30_53,131.0,6,Pr_40_30,Pr_40_30,Fittings,"['20191011_113235_570x570.jpg', '1816_570x570.jpg', '08.09.2011-008_570x570.jpg', '2971-2_570x570.jpg', '2972-2_570x570.jpg', '2976-2_570x570.jpg']",61.0,69.0,130.0
74,Under-mounted washbasins,Pr_40_20_96_92,139.5,6,Pr_40_20,Pr_40_20,Sanitary fittings and accessories,"[nan, '20211027_143638-kopie_570x570.jpg', '1_%2895%29_570x570.jpg', '20190715_162554_570x570.jpg', '11.10.2016-004a_570x570.jpg', '20230324_135610_570x570.jpg', '111264_570x570.jpg', '112401_570x570.jpg']",65.0,69.0,134.0
45,tuner,IfcAudioVisualAppliance.TUNER,171.0,6,IfcAudioVisualAppliance.TUNER,,,"['2718_1_570x570.jpg', '2719_1_570x570.jpg', 'sam_8020_570x570.jpg', 'g_%281%29_570x570.jpg', '109330_570x570.jpg', '111937_570x570.jpg']",74.0,69.0,143.0
26,Heat pumps,Pr_70_60_37,174.16666666666666,6,Pr_70_60,Pr_70_60,Space heating and cooling products,"['heizung_570x570.jpg', nan, '20190109_090358_570x570.jpg', '1123931_%281%29_570x570.jpg', '112392_570x570.jpg', 'bn152_110530_lwwp1_570x570.jpg']",76.0,69.0,145.0
